"Path","Platform","Compiled","Cooked","Permutations","Compiletime","CompiledDouble","CookedDouble"
"/ControlRig/Controls/ControlRigGizmoMaterial.ControlRigGizmoMaterial","0","2","2","1","0.000000","0","2"
"/MeshModelingToolset/Materials/M_DynamicMeshComponentVtxColor.M_DynamicMeshComponentVtxColor","0","7","9","1","0.000000","0","9"
"/Engine/EditorMaterials/PhAT_UnselectedMaterial.PhAT_UnselectedMaterial","0","3","3","1","0.000000","0","3"
"/Engine/BasicShapes/BasicShapeMaterial.BasicShapeMaterial","0","9","9","1","0.000000","0","9"
"/Engine/EditorMaterials/PhAT_NoCollisionMaterial.PhAT_NoCollisionMaterial","0","3","3","1","0.000000","0","3"
"/Engine/EngineMaterials/GizmoMaterial.GizmoMaterial","0","5","6","1","0.000000","0","6"
"/Engine/EngineDebugMaterials/DebugMeshMaterial.DebugMeshMaterial","0","5","5","1","0.000000","0","5"
"/Engine/EngineMaterials/RemoveSurfaceMaterial.RemoveSurfaceMaterial","0","2","2","1","0.000000","0","2"
"/Engine/EngineMaterials/NaniteHiddenSectionMaterial.NaniteHiddenSectionMaterial","0","12","14","1","0.000000","0","14"
"/Engine/EditorMaterials/Dataflow/DataflowTwoSidedVertexMaterial.DataflowTwoSidedVertexMaterial","0","12","14","1","0.000000","0","14"
"/Engine/EditorMaterials/Dataflow/DataflowVertexMaterial.DataflowVertexMaterial","0","6","6","1","0.000000","0","6"
"/ControlRig/Controls/ControlRigXRayMaterial.ControlRigXRayMaterial","0","6","7","1","0.000000","0","7"
"/HairStrands/Materials/HairMeshesDefaultMaterial.HairMeshesDefaultMaterial","0","33","36","1","0.000000","0","36"
"/HairStrands/Materials/HairCardsDefaultMaterial.HairCardsDefaultMaterial","0","57","63","1","0.000000","0","63"
"/HairStrands/Materials/HairDefaultMaterial.HairDefaultMaterial","0","33","36","1","0.000000","0","36"
"/Engine/EngineDebugMaterials/DebugEditorMaterial.DebugEditorMaterial","0","5","6","1","0.000000","0","6"
"/Engine/EditorLandscapeResources/SplineEditorMeshMat.SplineEditorMeshMat","0","10","12","1","0.000000","0","12"
"/Engine/EngineMaterials/DefaultLightFunctionMaterial.DefaultLightFunctionMaterial","0","25","25","1","0.000000","0","25"
"/Engine/EngineDebugMaterials/M_SimpleUnlitTranslucent.M_SimpleUnlitTranslucent","0","3","3","1","0.000000","0","3"
"/Engine/EditorMaterials/Camera/CineMat.CineMat","0","6","6","1","0.000000","0","6"
"/Engine/VREditor/TransformGizmo/TranslucentTransformGizmoMaterial.TranslucentTransformGizmoMaterial","0","3","3","1","0.000000","0","3"
"/Engine/VREditor/TransformGizmo/Xray.Xray","0","3","3","1","0.000000","0","3"
"/Engine/VREditor/TransformGizmo/Main.Main","0","3","3","1","0.000000","0","3"
"/Game/RedColor.RedColor","0","3","3","1","1.455605","0","3"
"/Game/Maya_Lambert5.Maya_Lambert5","0","3","3","1","0.000000","0","3"
"/Game/Maya_Lambert4.Maya_Lambert4","0","3","3","1","0.000000","0","3"
"/Game/SkinColor.SkinColor","0","3","3","1","1.320281","0","3"
"/Game/3D_Models/pasted__pasted__pasted__lambert3.pasted__pasted__pasted__lambert3","0","3","3","1","0.000000","0","3"
"/Engine/EngineMaterials/EmissiveMeshMaterial.EmissiveMeshMaterial","0","10","10","1","0.000000","0","10"
"/Game/Maya_Lambert1.Maya_Lambert1","0","3","3","1","0.000000","0","3"
"/Game/StarterContent/Particles/Materials/m_flare_01.m_flare_01","0","12","12","1","0.000000","0","12"
"/Engine/EngineMaterials/FlattenMaterial_WS_Normal_VT.FlattenMaterial_WS_Normal_VT","0","6","6","1","0.000000","0","6"
"/Engine/EngineMaterials/FlattenMaterial_VT.FlattenMaterial_VT","0","6","6","1","0.000000","0","6"
"/Engine/EngineMaterials/FlattenMaterial.FlattenMaterial","0","9","9","1","0.000000","0","9"
"/Engine/EngineMaterials/M_InvalidLightmapSettings.M_InvalidLightmapSettings","0","6","6","1","0.000000","0","6"
"/Engine/EngineMaterials/PhAT_JointLimitMaterial.PhAT_JointLimitMaterial","0","6","7","1","0.000000","0","7"
"/ControlRig/M_Manip.M_Manip","0","6","7","1","0.000000","0","7"
"/Paper2D/DefaultSpriteMaterial.DefaultSpriteMaterial","0","36","42","2","0.000000","0","42"
"/Engine/VREditor/TransformGizmo/TransformGizmoMaterial.TransformGizmoMaterial","0","2","2","1","0.000000","0","2"
"/HairStrands/Materials/HairDebugMaterial.HairDebugMaterial","0","57","63","1","0.000000","0","63"
"/Engine/EngineMaterials/DefaultDeferredDecalMaterial.DefaultDeferredDecalMaterial","0","33","33","1","0.000000","0","33"
"/Engine/EngineDebugMaterials/M_VolumeRenderSphereTracePP.M_VolumeRenderSphereTracePP","0","5","5","1","0.000000","0","5"
"/Engine/EngineMaterials/Widget3DPassThrough.Widget3DPassThrough","0","41","46","6","0.000000","0","46"
"/Engine/VREditor/SnapGrid/SnapGridMaterial.SnapGridMaterial","0","10","10","1","0.000000","0","10"
"/AudioWidgets/AudioMaterialSlate/M_AudioMaterialMeter.M_AudioMaterialMeter","0","13","13","1","0.000000","0","13"
"/AudioWidgets/AudioMaterialSlate/M_AudioMaterialKnob.M_AudioMaterialKnob","0","13","13","1","0.000000","0","13"
"/AudioWidgets/AudioMaterialSlate/M_AudioMaterialToggleButton.M_AudioMaterialToggleButton","0","13","13","1","0.000000","0","13"
"/Game/StarterContent/Particles/Materials/M_explosion_subUV.M_explosion_subUV","0","9","9","1","0.000000","0","9"
"/Game/StarterContent/Particles/Materials/M_Burst.M_Burst","0","15","15","1","0.000000","0","15"
"/Game/StarterContent/Particles/Materials/M_smoke_subUV.M_smoke_subUV","0","18","18","1","0.000000","0","18"
"/Game/Tim.Tim","0","3","3","1","0.000000","0","3"
"/Game/Kevin.Kevin","0","3","3","1","0.000000","0","3"
"/AudioWidgets/AudioMaterialSlate/M_AudioMaterialEnvelope_ADSR.M_AudioMaterialEnvelope_ADSR","0","23","25","1","0.000000","0","25"
"/Game/StarterContent/Particles/Materials/M_radial_ramp.M_radial_ramp","0","12","12","1","0.000000","0","12"
"/Engine/EngineSky/VolumetricClouds/m_SimpleVolumetricCloud.m_SimpleVolumetricCloud","0","88","88","1","0.000000","0","88"
"/Engine/EngineMaterials/DefaultPostProcessMaterial.DefaultPostProcessMaterial","0","7","7","1","0.000000","0","7"
"/Engine/EngineMaterials/DefaultMaterial.DefaultMaterial","0","24","24","1","0.000000","0","24"
"/Engine/EngineMaterials/WorldGridMaterial.WorldGridMaterial","0","333","356","1","0.000000","0","356"
"/SpeedTreeImporter/SpeedTree9/SpeedTreeBillboardMaster.SpeedTreeBillboardMaster","0","28","32","1","0.000000","0","32"
"/SpeedTreeImporter/SpeedTree9/SpeedTreeMaster.SpeedTreeMaster","0","28","32","1","0.000000","0","32"
"/Engine/EngineMaterials/DefaultTextMaterialOpaque.DefaultTextMaterialOpaque","0","14","16","1","0.000000","0","16"
"/Engine/EditorMaterials/PreviewShadowIndicatorMaterial.PreviewShadowIndicatorMaterial","0","25","25","1","0.000000","0","25"
"/InterchangeAssets/gltf/M_Unlit.M_Unlit","0","82","92","6","0.000000","0","92"
"/Engine/EngineMaterials/PPM_DefaultCalibrationColor.PPM_DefaultCalibrationColor","0","5","5","1","0.000000","0","5"
"/Engine/EngineMaterials/PPM_DefaultCalibrationGrayscale.PPM_DefaultCalibrationGrayscale","0","5","5","1","0.000000","0","5"
"/AudioWidgets/AudioMaterialSlate/M_AudioMaterialRoundedSlider.M_AudioMaterialRoundedSlider","0","23","25","1","0.000000","0","25"
"/InterchangeAssets/gltf/M_SpecularGlossiness.M_SpecularGlossiness","0","102","112","6","0.000000","0","112"
"/InterchangeAssets/gltf/M_ClearCoat.M_ClearCoat","0","110","128","6","0.000000","0","128"
"/InterchangeAssets/gltf/M_Sheen.M_Sheen","0","102","112","6","0.000000","0","112"
"/InterchangeAssets/gltf/M_Transmission.M_Transmission","0","28","28","2","0.000000","0","28"
"/InterchangeAssets/gltf/M_Default.M_Default","0","110","128","6","0.000000","0","128"
"/Engine/OpenWorldTemplate/LandscapeMaterial/M_ProcGrid.M_ProcGrid","0","11","11","1","0.000000","696","2811"
"/Game/RaceTrack3Elements/pasted__lambert7.pasted__lambert7","0","3","3","1","0.000000","0","3"
"/Game/RaceTrack3Elements/Maya_Lambert17.Maya_Lambert17","0","3","3","1","0.000000","0","3"
"/Game/RaceTrack2Elements/pasted__pasted__pasted__pasted__pasted__lambert10.pasted__pasted__pasted__pasted__pasted__lambert10","0","3","3","1","0.000000","0","3"
"/Game/RaceTrack3Elements/Maya_Lambert5.Maya_Lambert5","0","3","3","1","0.000000","0","3"
"/Game/3D_Models/Maya_Lambert11.Maya_Lambert11","0","3","3","1","0.000000","0","3"
"/Game/3D_Models/pasted__pasted__pasted__pasted__lambert4.pasted__pasted__pasted__pasted__lambert4","0","3","3","1","0.000000","0","3"
"/Game/3D_Models/Maya_Lambert9.Maya_Lambert9","0","3","3","1","0.000000","0","3"
"/Game/3D_Models/Maya_Lambert12.Maya_Lambert12","0","3","3","1","0.000000","0","3"
"/Game/3D_Models/Maya_Lambert15.Maya_Lambert15","0","3","3","1","0.000000","0","3"
"/Game/3D_Models/Maya_Lambert7.Maya_Lambert7","0","3","3","1","0.000000","0","3"
"/Game/3D_Models/pasted__pasted__pasted__pasted__pasted__pasted__Lambert1.pasted__pasted__pasted__pasted__pasted__pasted__Lambert1","0","3","3","1","0.000000","0","3"
"/Game/3D_Models/Maya_Lambert8.Maya_Lambert8","0","3","3","1","0.000000","0","3"
"/Game/3D_Models/pasted__pasted__pasted__pasted__lambert3.pasted__pasted__pasted__pasted__lambert3","0","3","3","1","0.000000","0","3"
"/Game/3D_Models/Maya_Lambert2.Maya_Lambert2","0","3","3","1","0.000000","0","3"
"/Game/3D_Models/Maya_Lambert10.Maya_Lambert10","0","3","3","1","0.000000","0","3"
"/Game/3D_Models/Maya_Lambert14.Maya_Lambert14","0","3","3","1","0.000000","0","3"
"/Game/3D_Models/pasted__pasted__pasted__pasted__pasted__pasted__pasted__Lambert1.pasted__pasted__pasted__pasted__pasted__pasted__pasted__Lambert1","0","3","3","1","0.000000","0","3"
"/Game/3D_Models/Maya_Lambert1.Maya_Lambert1","0","3","3","1","0.000000","0","3"
"/Game/RaceTrack2Elements/pasted__lambert6.pasted__lambert6","0","3","3","1","0.000000","0","3"
"/Game/StarterContent/Materials/M_Wood_Walnut.M_Wood_Walnut","0","3","3","1","5.994287","0","3"
"/Game/RaceTrack2Elements/pasted__pasted__pasted__pasted__pasted__lambert7.pasted__pasted__pasted__pasted__pasted__lambert7","0","3","3","1","0.000000","0","3"
"/Game/Boost.Boost","0","3","3","1","0.000000","0","3"
"/Game/3D_Models/pasted__pasted__pasted__pasted__pasted__Lambert1.pasted__pasted__pasted__pasted__pasted__Lambert1","0","3","3","1","0.000000","0","3"
"/Engine/EngineSky/M_Sky_Panning_Clouds2.M_Sky_Panning_Clouds2","0","2","2","1","0.000000","0","2"
"/Engine/EngineSky/M_SimpleSkyDome.M_SimpleSkyDome","0","2","2","1","0.000000","0","2"
"/Game/StarterContent/Materials/M_Ceramic_Tile_Checker.M_Ceramic_Tile_Checker","0","3","3","1","5.564218","0","3"
"/Game/Grass.Grass","0","3","3","1","0.000000","0","3"
"/Game/BlueColor.BlueColor","0","3","3","1","2.896592","0","3"
"/Game/Flag.Flag","0","3","3","1","0.000000","0","3"
"/Game/Characters/Mannequins/Materials/M_Mannequin.M_Mannequin","0","16","10","2","16.499168","0","10"
"/Game/LevelPrototyping/Materials/M_Solid.M_Solid","0","6","0","1","0.000000","0","0"
"/Game/GreenColor1.GreenColor1","0","3","0","1","0.000000","0","0"
"/Game/StarterContent/Materials/M_Ground_Grass.M_Ground_Grass","0","3","0","1","0.000000","0","0"
"/Game/RaceTrack2Elements/pasted__pasted__pasted__pasted__pasted__lambert9.pasted__pasted__pasted__pasted__pasted__lambert9","0","3","3","1","0.000000","0","3"
"/Game/StarterContent/Blueprints/Assets/M_LightStage_Skybox_Master.M_LightStage_Skybox_Master","0","4","4","2","2.524897","0","4"
"/Game/RaceTrack2Elements/pasted__pasted__pasted__pasted__pasted__lambert6.pasted__pasted__pasted__pasted__pasted__lambert6","0","3","3","1","0.000000","0","3"
"/Game/Track.Track","0","3","3","1","0.000000","0","3"
"/Game/RaceTrack2Elements/pasted__pasted__lambert10.pasted__pasted__lambert10","0","3","3","1","0.000000","0","3"
"/Game/Track_ClubhouseDoor.Track_ClubhouseDoor","0","3","3","1","0.000000","0","3"
"/Game/RaceTrack2Elements/pasted__pasted__pasted__pasted__Maya_Lambert11.pasted__pasted__pasted__pasted__Maya_Lambert11","0","3","3","1","0.000000","0","3"
"/Game/GreenColor.GreenColor","0","3","3","1","1.612592","0","3"
"/ControlRig/Controls/ControlRigGizmoMaterial.ControlRigGizmoMaterial","49","7","7","1","0.000000","0","7"
"/MeshModelingToolset/Materials/M_DynamicMeshComponentVtxColor.M_DynamicMeshComponentVtxColor","49","12","14","1","0.000000","0","14"
"/Engine/EditorMaterials/PhAT_UnselectedMaterial.PhAT_UnselectedMaterial","49","8","8","1","0.000000","0","8"
"/Engine/EngineMaterials/NaniteHiddenSectionMaterial.NaniteHiddenSectionMaterial","49","19","21","1","0.000000","0","21"
"/Engine/EditorMaterials/PhAT_NoCollisionMaterial.PhAT_NoCollisionMaterial","49","8","8","1","0.000000","0","8"
"/Engine/EngineMaterials/GizmoMaterial.GizmoMaterial","49","10","11","1","0.000000","0","11"
"/Engine/EngineDebugMaterials/DebugMeshMaterial.DebugMeshMaterial","49","10","10","1","0.000000","0","10"
"/Engine/EngineMaterials/RemoveSurfaceMaterial.RemoveSurfaceMaterial","49","7","7","1","0.000000","0","7"
"/Engine/BasicShapes/BasicShapeMaterial.BasicShapeMaterial","49","27","27","1","0.000000","0","27"
"/ControlRig/Controls/ControlRigXRayMaterial.ControlRigXRayMaterial","49","11","12","1","0.000000","0","12"
"/Engine/EditorMaterials/Dataflow/DataflowTwoSidedVertexMaterial.DataflowTwoSidedVertexMaterial","49","17","19","1","0.000000","0","19"
"/Engine/EditorMaterials/Dataflow/DataflowVertexMaterial.DataflowVertexMaterial","49","11","11","1","0.000000","0","11"
"/HairStrands/Materials/HairMeshesDefaultMaterial.HairMeshesDefaultMaterial","49","42","45","1","0.000000","0","45"
"/Engine/EngineDebugMaterials/DebugEditorMaterial.DebugEditorMaterial","49","10","11","1","0.000000","0","11"
"/Engine/EditorLandscapeResources/SplineEditorMeshMat.SplineEditorMeshMat","49","22","24","1","0.000000","0","24"
"/HairStrands/Materials/HairCardsDefaultMaterial.HairCardsDefaultMaterial","49","72","78","1","0.000000","0","78"
"/HairStrands/Materials/HairDefaultMaterial.HairDefaultMaterial","49","42","45","1","0.000000","0","45"
"/Engine/EngineDebugMaterials/M_SimpleUnlitTranslucent.M_SimpleUnlitTranslucent","49","8","8","1","0.000000","0","8"
"/Engine/EditorMaterials/Camera/CineMat.CineMat","49","14","14","1","0.000000","0","14"
"/Engine/EngineMaterials/DefaultLightFunctionMaterial.DefaultLightFunctionMaterial","49","67","67","1","0.000000","0","67"
"/Engine/VREditor/TransformGizmo/TranslucentTransformGizmoMaterial.TranslucentTransformGizmoMaterial","49","8","8","1","0.000000","0","8"
"/Engine/VREditor/TransformGizmo/Xray.Xray","49","8","8","1","0.000000","0","8"
"/Engine/VREditor/TransformGizmo/Main.Main","49","8","8","1","0.000000","0","8"
"/Game/RedColor.RedColor","49","13","13","1","0.000000","0","13"
"/Game/Maya_Lambert5.Maya_Lambert5","49","13","13","1","0.000000","0","13"
"/Game/Maya_Lambert4.Maya_Lambert4","49","13","13","1","0.000000","0","13"
"/Game/SkinColor.SkinColor","49","13","13","1","0.000000","0","13"
"/Game/3D_Models/pasted__pasted__pasted__lambert3.pasted__pasted__pasted__lambert3","49","13","13","1","0.000000","0","13"
"/Game/StarterContent/Particles/Materials/m_flare_01.m_flare_01","49","17","17","1","0.000000","0","17"
"/Game/Maya_Lambert1.Maya_Lambert1","49","13","13","1","0.000000","0","13"
"/Engine/EngineMaterials/EmissiveMeshMaterial.EmissiveMeshMaterial","49","17","17","1","0.000000","0","17"
"/ControlRig/M_Manip.M_Manip","49","11","12","1","0.000000","0","12"
"/Engine/EngineMaterials/FlattenMaterial_WS_Normal_VT.FlattenMaterial_WS_Normal_VT","49","16","16","1","0.000000","0","16"
"/Engine/EngineMaterials/FlattenMaterial_VT.FlattenMaterial_VT","49","16","16","1","0.000000","0","16"
"/Engine/EngineMaterials/FlattenMaterial.FlattenMaterial","49","22","22","1","0.000000","0","22"
"/Engine/EngineMaterials/M_InvalidLightmapSettings.M_InvalidLightmapSettings","49","16","16","1","0.000000","0","16"
"/Engine/EngineMaterials/PhAT_JointLimitMaterial.PhAT_JointLimitMaterial","49","11","12","1","0.000000","0","12"
"/Paper2D/DefaultSpriteMaterial.DefaultSpriteMaterial","49","56","62","2","0.000000","0","62"
"/HairStrands/Materials/HairDebugMaterial.HairDebugMaterial","49","72","78","1","0.000000","0","78"
"/Engine/VREditor/TransformGizmo/TransformGizmoMaterial.TransformGizmoMaterial","49","7","7","1","0.000000","0","7"
"/Engine/EngineDebugMaterials/M_VolumeRenderSphereTracePP.M_VolumeRenderSphereTracePP","49","7","7","1","0.000000","0","7"
"/Engine/EngineMaterials/Widget3DPassThrough.Widget3DPassThrough","49","75","80","6","0.000000","0","88"
"/Engine/EngineMaterials/DefaultDeferredDecalMaterial.DefaultDeferredDecalMaterial","49","40","40","1","0.000000","0","40"
"/Engine/EngineMaterials/WorldGridMaterial.WorldGridMaterial","49","993","1016","1","0.000000","0","1016"
"/Engine/EngineMaterials/DefaultPostProcessMaterial.DefaultPostProcessMaterial","49","9","9","1","0.000000","0","9"
"/Engine/EngineMaterials/DefaultMaterial.DefaultMaterial","49","45","45","1","0.000000","0","45"
